customer_id,last_purchase_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,segment
14026,2010-08-26 10:31:00,2,2139.33,471,1,2,3,123,Lost
14027,2011-10-10 09:01:00,1,314.46,61,3,1,1,311,Others
14028,2010-06-07 13:33:00,3,31189.5,550,1,3,5,135,At Risk
14029,2011-10-07 14:46:00,2,1402.98,63,3,2,2,322,Others
14030,2011-11-21 16:48:00,20,24786.87,18,5,5,5,555,Champions
14031,2011-12-02 17:13:00,44,122997.51,7,5,5,5,555,Champions
14032,2011-12-07 15:23:00,16,14550.81,2,5,5,5,555,Champions
14033,2010-06-02 15:10:00,1,328.32,555,1,1,1,111,Lost
14034,2011-11-17 14:02:00,3,1955.46,22,4,3,3,433,Loyal Customers
14035,2011-11-11 10:03:00,9,8570.16,29,4,5,4,454,Champions
14036,2011-02-28 09:26:00,1,1879.95,285,2,1,3,213,Lost
14037,2011-06-16 13:57:00,6,2510.85,176,3,4,3,343,Loyal Customers
14038,2011-09-22 13:37:00,5,9209.64,78,3,4,5,345,Loyal Customers
14039,2011-11-06 13:48:00,2,801.84,33,4,2,1,421,New Customers
14040,2011-10-30 12:42:00,35,37936.71,41,4,5,5,455,Champions
14041,2011-03-18 13:25:00,1,424.23,266,2,1,1,211,Lost
14042,2009-12-14 15:07:00,1,1295.94,725,1,1,2,112,Lost
14043,2010-08-05 18:18:00,2,912.75,491,1,2,2,122,Lost
14044,2011-11-13 12:05:00,10,9369.3,27,4,5,5,455,Champions
14045,2011-08-22 15:27:00,16,33939.09,109,3,5,5,355,Loyal Customers
14046,2011-02-28 14:48:00,1,464.97,284,2,1,1,211,Lost
14047,2011-12-01 11:43:00,14,12765.09,9,5,5,5,555,Champions
14048,2011-02-07 14:53:00,3,2246.07,305,2,3,3,233,At Risk
14049,2011-11-23 12:20:00,13,39717.09,17,5,5,5,555,Champions
14050,2011-11-08 10:00:00,2,2239.08,32,4,2,3,423,New Customers
14051,2011-12-09 10:20:00,37,67302.0,1,5,5,5,555,Champions
14052,2011-11-20 12:30:00,2,1442.43,20,4,2,2,422,New Customers
14053,2011-08-07 14:27:00,4,1716.9,124,3,3,2,332,Loyal Customers
14054,2011-10-05 15:49:00,1,277.38,65,3,1,1,311,Others
14055,2011-08-25 15:04:00,3,4562.88,106,3,3,4,334,Loyal Customers
14056,2011-12-08 13:36:00,23,24643.95,1,5,5,5,555,Champions
14057,2011-11-16 10:32:00,22,25226.52,24,4,5,5,455,Champions
14058,2010-09-03 09:31:00,2,1407.57,463,1,2,2,122,Lost
14059,2011-03-18 10:06:00,1,550.8,267,2,1,1,211,Lost
14060,2011-12-05 12:29:00,30,28557.24,5,5,5,5,555,Champions
14061,2010-07-20 17:22:00,3,2752.29,507,1,3,3,133,At Risk
14062,2011-11-30 10:04:00,24,76812.6,10,5,5,5,555,Champions
14063,2010-09-27 16:18:00,9,68130.6,438,1,5,5,155,At Risk
14064,2011-11-10 13:14:00,15,9997.26,29,4,5,5,455,Champions
14065,2010-11-15 16:13:00,3,2673.06,389,2,3,3,233,At Risk
14066,2011-03-18 12:21:00,1,457.65,267,2,1,1,211,Lost
14067,2011-10-07 10:21:00,2,1124.1,64,3,2,2,322,Others
14068,2011-01-23 16:02:00,4,4585.11,320,2,3,4,234,At Risk
14069,2010-07-13 12:12:00,2,690.18,515,1,2,1,121,Lost
14070,2010-01-24 12:27:00,1,979.65,685,1,1,2,112,Lost
14071,2011-12-06 12:27:00,8,4316.46,4,5,4,4,544,Champions
14072,2010-02-11 12:31:00,1,1172.55,667,1,1,2,112,Lost
14073,2011-11-07 15:49:00,1,453.12,32,4,1,1,411,New Customers
14074,2010-03-26 13:55:00,1,658.2,623,1,1,1,111,Lost
14075,2011-12-05 08:38:00,6,5204.61,5,5,4,4,544,Champions
14076,2011-08-02 15:19:00,1,367.41,129,3,1,1,311,Others
14077,2011-10-30 12:35:00,6,1845.24,41,4,4,2,442,Loyal Customers
14078,2011-08-30 12:16:00,9,5077.89,102,3,5,4,354,Loyal Customers
14079,2011-08-07 12:10:00,2,1856.19,125,3,2,3,323,Others
14080,2011-11-07 11:09:00,5,3347.04,33,4,4,3,443,Loyal Customers
14081,2011-02-10 16:17:00,10,16110.3,302,2,5,5,255,At Risk
14082,2010-12-10 11:02:00,2,1240.08,365,2,2,2,222,Lost
14083,2011-12-05 13:14:00,11,4221.78,4,5,5,4,554,Champions
14084,2010-07-15 14:36:00,1,451.5,512,1,1,1,111,Lost
14085,2011-12-07 13:46:00,33,30314.91,2,5,5,5,555,Champions
14086,2010-09-03 10:52:00,1,119.85,463,1,1,1,111,Lost
14087,2011-12-07 12:41:00,3,2538.66,3,5,3,3,533,Loyal Customers
14088,2011-11-29 16:16:00,16,192110.4,10,5,5,5,555,Champions
14089,2011-10-14 10:38:00,1,483.0,57,4,1,1,411,New Customers
14090,2011-01-19 10:51:00,1,228.96,325,2,1,1,211,Lost
14091,2010-02-23 15:17:00,2,28590.24,654,1,2,5,125,Lost
14092,2011-12-02 12:13:00,24,21688.35,8,5,5,5,555,Champions
14093,2011-11-27 16:27:00,1,1328.55,12,5,1,2,512,New Customers
14094,2010-09-26 11:58:00,1,1005.66,440,1,1,2,112,Lost
14095,2009-12-17 12:49:00,1,8.85,723,1,1,1,111,Lost
14096,2011-12-05 17:17:00,17,195494.37,4,5,5,5,555,Champions
14097,2010-08-15 14:20:00,2,1268.58,481,1,2,2,122,Lost
14098,2011-11-03 10:13:00,1,442.05,37,4,1,1,411,New Customers
14099,2011-11-23 13:53:00,20,17297.13,16,5,5,5,555,Champions
14100,2011-07-25 11:01:00,1,584.7,138,3,1,1,311,Others
14101,2011-09-27 12:28:00,13,29885.79,74,3,5,5,355,Loyal Customers
14102,2011-12-04 15:38:00,5,4080.84,5,5,4,4,544,Champions
14103,2010-02-12 14:58:00,1,0.0,665,1,1,1,111,Lost
14104,2011-07-08 12:50:00,5,2314.74,155,3,4,3,343,Loyal Customers
14105,2011-04-14 17:58:00,5,17966.49,239,2,4,5,245,At Risk
14106,2009-12-02 14:09:00,1,644.4,737,1,1,1,111,Lost
14107,2011-10-19 12:12:00,11,14631.9,52,4,5,5,455,Champions
14108,2011-11-09 10:41:00,4,3134.88,31,4,3,3,433,Loyal Customers
14109,2011-09-28 10:18:00,1,432.6,73,3,1,1,311,Others
14110,2011-12-06 12:26:00,33,38963.85,4,5,5,5,555,Champions
14111,2011-11-25 13:44:00,4,2078.55,14,5,3,3,533,Loyal Customers
14112,2011-11-17 12:30:00,13,17503.77,23,4,5,5,455,Champions
14113,2011-12-06 12:18:00,16,21277.83,4,5,5,5,555,Champions
14114,2011-03-11 09:42:00,7,4092.27,274,2,4,4,244,At Risk
14115,2010-07-26 12:36:00,2,1868.01,502,1,2,3,123,Lost
14116,2011-11-20 10:29:00,5,4148.22,20,4,4,4,444,Champions
14117,2011-07-19 09:49:00,1,270.0,144,3,1,1,311,Others
14118,2010-10-07 11:59:00,1,1375.35,429,1,1,2,112,Lost
14119,2010-11-29 10:33:00,2,550.11,376,2,2,1,221,Lost
14121,2011-12-06 12:19:00,4,8340.45,4,5,3,4,534,Loyal Customers
14122,2010-10-29 15:11:00,3,1087.26,406,2,3,2,232,Others
14123,2009-12-06 15:35:00,1,1308.54,733,1,1,2,112,Lost
14124,2011-09-16 13:32:00,1,1258.74,84,3,1,2,312,Others
14125,2011-11-29 12:47:00,3,8221.29,11,5,3,4,534,Loyal Customers
14126,2011-12-02 11:45:00,4,3517.38,8,5,3,3,533,Loyal Customers
14127,2011-08-09 10:49:00,6,5700.24,123,3,4,4,344,Loyal Customers
14128,2011-10-10 12:00:00,3,2772.63,61,3,3,3,333,Loyal Customers
14129,2011-12-08 11:02:00,9,7774.02,2,5,5,4,554,Champions
14130,2011-01-24 16:05:00,4,5648.01,319,2,3,4,234,At Risk
14131,2010-03-01 11:59:00,1,563.61,649,1,1,1,111,Lost
14132,2011-12-07 13:35:00,11,10758.09,2,5,5,5,555,Champions
14133,2011-08-02 11:34:00,4,2733.42,130,3,3,3,333,Loyal Customers
14134,2010-11-22 12:26:00,15,33370.05,383,2,5,5,255,At Risk
14135,2011-12-08 11:38:00,24,28931.76,2,5,5,5,555,Champions
14136,2010-11-04 11:53:00,5,4712.43,401,2,4,4,244,At Risk
14137,2010-01-13 12:30:00,1,998.1,696,1,1,2,112,Lost
14138,2011-12-08 12:44:00,2,2947.14,2,5,2,3,523,New Customers
14139,2011-10-24 13:34:00,4,3260.4,46,4,3,3,433,Loyal Customers
14140,2011-12-06 09:05:00,2,2805.15,4,5,2,3,523,New Customers
14141,2011-12-07 09:53:00,4,2745.39,3,5,3,3,533,Loyal Customers
14142,2010-12-01 16:33:00,2,2949.45,373,2,2,3,223,Lost
14143,2011-07-29 09:48:00,1,347.4,134,3,1,1,311,Others
14144,2010-08-10 15:17:00,1,91.8,486,1,1,1,111,Lost
14145,2011-10-24 12:10:00,7,22800.15,47,4,4,5,445,Champions
14146,2011-12-01 10:18:00,12,28350.9,9,5,5,5,555,Champions
14147,2011-09-22 18:10:00,9,7770.6,78,3,5,4,354,Loyal Customers
14148,2011-04-20 12:02:00,2,1398.87,234,2,2,2,222,Lost
14149,2011-05-03 09:44:00,1,1339.86,221,2,1,2,212,Lost
14150,2011-11-04 10:05:00,2,1975.92,36,4,2,3,423,New Customers
14151,2010-02-04 15:35:00,2,2038.35,673,1,2,3,123,Lost
14152,2011-09-25 12:54:00,7,5992.02,75,3,4,4,344,Loyal Customers
14153,2010-08-13 14:35:00,1,700.2,483,1,1,1,111,Lost
14154,2011-04-14 16:26:00,8,19382.1,239,2,4,5,245,At Risk
14155,2011-03-18 14:13:00,1,356.25,266,2,1,1,211,Lost
14156,2011-11-30 10:54:00,156,941839.11,10,5,5,5,555,Champions
14157,2011-11-20 11:32:00,5,3008.34,20,4,4,3,443,Loyal Customers
14158,2011-10-30 15:08:00,1,1522.98,40,4,1,2,412,New Customers
14159,2011-11-20 12:36:00,20,23814.03,20,4,5,5,455,Champions
14160,2010-04-08 14:30:00,7,25264.41,610,1,4,5,145,At Risk
14161,2011-05-08 11:41:00,7,9956.64,216,2,4,5,245,At Risk
14162,2011-06-19 11:36:00,2,868.08,174,3,2,1,321,Others
14163,2011-09-13 15:18:00,5,7783.86,87,3,4,4,344,Loyal Customers
14164,2011-09-30 12:24:00,2,4895.31,71,3,2,4,324,Others
14165,2011-03-09 12:39:00,1,367.62,276,2,1,1,211,Lost
14166,2010-07-22 19:42:00,2,770.55,505,1,2,1,121,Lost
14167,2011-10-31 14:29:00,8,3889.47,39,4,4,4,444,Champions
14168,2010-10-15 10:49:00,2,1111.35,421,1,2,2,122,Lost
14169,2010-10-05 08:45:00,2,1873.29,431,1,2,3,123,Lost
14170,2010-11-29 13:10:00,3,1791.99,375,2,3,2,232,Others
14171,2011-09-02 16:43:00,2,1496.37,98,3,2,2,322,Others
14172,2010-04-13 13:26:00,3,1208.16,605,1,3,2,132,Others
14173,2011-11-29 11:54:00,6,1758.0,11,5,4,2,542,Loyal Customers
14174,2011-11-06 13:17:00,1,403.38,33,4,1,1,411,New Customers
14175,2011-10-11 11:55:00,8,23036.64,60,3,4,5,345,Loyal Customers
14176,2011-02-15 13:12:00,5,2748.03,297,2,4,3,243,At Risk
14177,2011-09-14 15:11:00,13,6688.02,86,3,5,4,354,Loyal Customers
14178,2011-12-01 12:01:00,7,4862.79,9,5,4,4,544,Champions
14179,2011-10-30 12:07:00,2,2159.34,41,4,2,3,423,New Customers
14180,2011-11-29 10:56:00,33,18957.75,11,5,5,5,555,Champions
14181,2010-10-25 08:27:00,2,931.65,411,2,2,2,222,Lost
14182,2010-09-22 11:45:00,4,2036.31,444,1,3,3,133,At Risk
14183,2010-10-24 14:45:00,2,858.87,411,2,2,1,221,Lost
14184,2011-10-04 12:43:00,1,1358.67,67,3,1,2,312,Others
14185,2011-01-12 13:52:00,1,592.95,331,2,1,1,211,Lost
14186,2010-10-08 13:30:00,5,4651.89,427,1,4,4,144,At Risk
14187,2010-08-23 12:06:00,1,370.5,474,1,1,1,111,Lost
14188,2011-11-09 12:45:00,6,6163.08,31,4,4,4,444,Champions
14189,2011-12-07 15:55:00,16,17443.17,2,5,5,5,555,Champions
14190,2010-02-11 14:27:00,1,239.7,666,1,1,1,111,Lost
14191,2011-12-08 09:23:00,15,14452.98,2,5,5,5,555,Champions
14192,2010-11-16 17:44:00,1,881.22,388,2,1,2,212,Lost
14193,2011-10-03 09:34:00,3,3630.57,68,3,3,3,333,Loyal Customers
14194,2011-12-05 10:38:00,36,56011.77,5,5,5,5,555,Champions
14195,2011-05-22 10:29:00,6,7846.8,202,2,4,4,244,At Risk
14196,2011-08-25 10:25:00,1,1006.56,107,3,1,2,312,Others
14197,2010-10-25 10:01:00,1,1170.15,411,2,1,2,212,Lost
14198,2011-11-21 16:35:00,9,4709.19,18,5,5,4,554,Champions
14199,2011-05-05 13:44:00,4,3275.1,218,2,3,3,233,At Risk
14200,2010-04-01 13:01:00,1,1137.6,617,1,1,2,112,Lost
14201,2011-10-10 13:27:00,10,3580.62,60,3,5,3,353,Loyal Customers
14202,2010-11-23 17:13:00,3,2543.28,381,2,3,3,233,At Risk
14203,2010-11-07 13:35:00,1,1018.02,397,2,1,2,212,Lost
14204,2011-12-07 13:38:00,4,3188.88,2,5,3,3,533,Loyal Customers
14205,2011-11-23 10:55:00,9,7242.6,17,5,5,4,554,Champions
14206,2011-04-14 16:38:00,3,3555.03,239,2,3,3,233,At Risk
14207,2010-01-21 09:33:00,1,473.4,688,1,1,1,111,Lost
14208,2011-09-06 12:48:00,2,1701.15,95,3,2,2,322,Others
14209,2011-11-29 10:18:00,15,14979.81,11,5,5,5,555,Champions
14210,2011-08-26 12:36:00,16,17584.56,106,3,5,5,355,Loyal Customers
14211,2011-10-17 13:23:00,18,13206.87,53,4,5,5,455,Champions
14212,2011-09-11 12:45:00,2,6570.42,90,3,2,4,324,Others
14213,2010-10-31 10:37:00,1,3576.6,405,2,1,3,213,Lost
14214,2011-11-09 10:31:00,5,3013.14,31,4,4,3,443,Loyal Customers
14215,2011-11-28 12:19:00,9,10248.99,12,5,5,5,555,Champions
14216,2011-12-06 14:56:00,5,6450.12,3,5,4,4,544,Champions
14217,2011-12-08 11:53:00,23,10250.67,2,5,5,5,555,Champions
14218,2011-10-28 10:00:00,1,508.44,43,4,1,1,411,New Customers
14219,2011-12-05 16:23:00,3,1901.49,4,5,3,3,533,Loyal Customers
14220,2011-04-06 13:23:00,4,4545.0,247,2,3,4,234,At Risk
14221,2011-10-28 13:42:00,17,19552.47,42,4,5,5,455,Champions
14222,2011-06-15 16:42:00,1,2049.51,177,3,1,3,313,Others
14223,2011-09-08 13:38:00,3,2973.39,92,3,3,3,333,Loyal Customers
14224,2011-08-21 13:24:00,9,5693.7,110,3,5,4,354,Loyal Customers
14225,2010-10-01 10:32:00,4,6111.06,435,1,3,4,134,At Risk
14226,2011-11-11 11:34:00,6,9007.59,29,4,4,5,445,Champions
14227,2011-11-13 15:48:00,15,19106.13,26,4,5,5,455,Champions
14228,2010-09-28 09:45:00,3,2236.5,438,1,3,3,133,At Risk
14229,2011-10-19 10:04:00,7,7782.12,52,4,4,4,444,Champions
14230,2010-09-30 09:07:00,3,2939.4,436,1,3,3,133,At Risk
14231,2011-06-09 11:05:00,4,3706.86,184,3,3,3,333,Loyal Customers
14232,2011-10-28 11:09:00,5,6144.21,43,4,4,4,444,Champions
14233,2011-10-21 15:54:00,7,8712.81,49,4,4,4,444,Champions
14234,2011-11-17 17:53:00,4,2326.38,22,4,3,3,433,Loyal Customers
14235,2011-09-25 14:37:00,9,14153.97,75,3,5,5,355,Loyal Customers
14236,2011-09-20 09:13:00,5,5233.92,81,3,4,4,344,Loyal Customers
14237,2010-12-01 13:20:00,2,1896.42,373,2,2,3,223,Lost
14238,2011-01-17 14:40:00,3,1302.69,326,2,3,2,232,Others
14239,2011-10-27 14:40:00,21,12789.51,43,4,5,5,455,Champions
14240,2011-11-09 13:45:00,3,3742.47,30,4,3,3,433,Loyal Customers
14241,2011-06-09 11:46:00,2,1001.1,184,3,2,2,322,Others
14242,2011-04-19 11:46:00,2,841.65,235,2,2,1,221,Lost
14243,2011-12-01 11:12:00,17,22293.15,9,5,5,5,555,Champions
14244,2010-02-17 11:40:00,1,1099.26,661,1,1,2,112,Lost
14245,2011-05-04 08:40:00,2,5080.35,220,2,2,4,224,Lost
14246,2011-08-21 11:50:00,3,4422.18,111,3,3,4,334,Loyal Customers
14247,2011-03-06 15:21:00,5,2317.98,278,2,4,3,243,At Risk
14248,2011-01-25 14:45:00,3,3098.85,318,2,3,3,233,At Risk
14249,2010-10-25 12:34:00,12,16876.38,411,2,5,5,255,At Risk
14250,2011-12-02 14:30:00,3,5712.15,7,5,3,4,534,Loyal Customers
14251,2011-12-08 08:32:00,5,8639.1,2,5,4,4,544,Champions
14252,2010-11-23 13:36:00,1,1052.97,381,2,1,2,212,Lost
14253,2010-08-03 14:55:00,2,1090.2,493,1,2,2,122,Lost
14254,2010-10-03 11:52:00,1,1803.09,433,1,1,2,112,Lost
14255,2010-06-11 15:54:00,1,3001.89,546,1,1,3,113,Lost
14256,2011-03-24 13:17:00,5,7421.97,260,2,4,4,244,At Risk
14257,2011-10-06 16:54:00,9,17863.35,64,3,5,5,355,Loyal Customers
14258,2011-11-30 15:27:00,25,96154.02,9,5,5,5,555,Champions
14259,2011-07-21 10:44:00,1,360.0,142,3,1,1,311,Others
14260,2010-08-25 14:55:00,3,2472.84,471,1,3,3,133,At Risk
14261,2011-10-20 10:04:00,2,3490.35,51,4,2,3,423,New Customers
14262,2011-12-01 14:17:00,8,7854.69,8,5,4,4,544,Champions
14263,2010-10-12 14:09:00,1,968.79,423,1,1,2,112,Lost
14264,2011-07-08 10:20:00,6,4552.08,155,3,4,4,344,Loyal Customers
14265,2011-08-22 13:32:00,4,4120.05,109,3,3,4,334,Loyal Customers
14266,2010-10-07 13:32:00,1,121.68,428,1,1,1,111,Lost
14267,2011-06-30 10:09:00,3,4548.72,163,3,3,4,334,Loyal Customers
14268,2010-08-26 10:45:00,1,1064.55,471,1,1,2,112,Lost
14269,2010-09-26 12:53:00,1,887.19,439,1,1,2,112,Lost
14270,2011-01-12 09:33:00,1,1477.95,332,2,1,2,212,Lost
14271,2011-04-28 12:47:00,2,657.39,226,2,2,1,221,Lost
14272,2011-09-27 10:08:00,4,2762.43,74,3,3,3,333,Loyal Customers
14273,2011-10-19 13:20:00,4,1679.91,51,4,3,2,432,Loyal Customers
14274,2010-01-22 12:51:00,1,769.8,686,1,1,1,111,Lost
14275,2010-11-09 09:06:00,6,3568.14,396,2,4,3,243,At Risk
14276,2011-09-02 09:45:00,7,6308.04,99,3,4,4,344,Loyal Customers
14277,2011-11-24 15:01:00,9,51677.43,15,5,5,5,555,Champions
14278,2010-10-26 12:07:00,1,617.49,410,2,1,1,211,Lost
14279,2010-07-07 08:42:00,2,575.58,521,1,2,1,121,Lost
14280,2011-05-27 10:37:00,1,402.12,197,2,1,1,211,Lost
14281,2010-10-27 14:45:00,1,735.45,408,2,1,1,211,Lost
14282,2011-12-06 17:04:00,25,23548.98,3,5,5,5,555,Champions
14283,2010-09-02 14:46:00,4,1885.32,463,1,3,3,133,At Risk
14284,2011-11-09 08:11:00,3,3898.95,31,4,3,4,434,Loyal Customers
14285,2011-11-18 14:50:00,8,9853.26,21,4,4,5,445,Champions
14286,2011-11-16 10:34:00,7,25439.28,24,4,4,5,445,Champions
14287,2011-12-01 13:25:00,3,529.89,8,5,3,1,531,Loyal Customers
14288,2011-05-10 13:22:00,1,1279.8,213,2,1,2,212,Lost
14289,2011-12-01 11:44:00,6,2733.78,9,5,4,3,543,Loyal Customers
14290,2011-11-28 14:02:00,8,13549.68,11,5,4,5,545,Champions
14291,2011-12-08 10:26:00,23,23712.3,2,5,5,5,555,Champions
14292,2011-12-02 11:50:00,16,27678.75,8,5,5,5,555,Champions
14293,2011-12-06 15:17:00,9,9803.79,3,5,5,5,555,Champions
14294,2010-10-28 16:25:00,1,1126.02,407,2,1,2,212,Lost
14295,2011-10-30 15:50:00,5,7088.73,40,4,4,4,444,Champions
14296,2010-10-14 14:14:00,2,1369.2,421,1,2,2,122,Lost
14297,2011-11-22 09:06:00,4,3915.99,18,5,3,4,534,Loyal Customers
14298,2011-12-01 13:12:00,82,273583.47,8,5,5,5,555,Champions
14299,2011-12-01 16:05:00,27,43498.47,8,5,5,5,555,Champions
14300,2011-11-21 08:57:00,1,129.6,19,5,1,1,511,New Customers
14301,2011-08-14 15:33:00,4,5976.54,117,3,3,4,334,Loyal Customers
14302,2010-10-05 08:10:00,3,2228.7,431,1,3,3,133,At Risk
14303,2010-10-28 15:37:00,2,833.82,407,2,2,1,221,Lost
14304,2011-05-01 11:50:00,3,5175.03,223,2,3,4,234,At Risk
14305,2011-09-29 15:29:00,3,5576.88,71,3,3,4,334,Loyal Customers
14306,2011-10-19 13:23:00,6,9454.2,51,4,4,5,445,Champions
14307,2011-09-12 09:38:00,10,15213.09,89,3,5,5,355,Loyal Customers
14308,2010-06-08 16:48:00,2,3441.06,549,1,2,3,123,Lost
14309,2011-12-01 13:33:00,11,11342.43,8,5,5,5,555,Champions
14310,2010-10-03 12:34:00,1,1476.3,433,1,1,2,112,Lost
14311,2011-04-11 10:14:00,2,1549.35,243,2,2,2,222,Lost
14312,2011-10-24 09:46:00,11,9270.87,47,4,5,5,455,Champions
14314,2011-08-25 10:39:00,2,689.4,107,3,2,1,321,Others
14315,2011-10-26 12:06:00,8,9593.46,45,4,4,5,445,Champions
14316,2010-10-13 16:31:00,5,4111.02,422,1,4,4,144,At Risk
14317,2011-10-06 10:44:00,1,1525.74,65,3,1,2,312,Others
14318,2010-09-05 15:32:00,1,474.06,460,1,1,1,111,Lost
14319,2010-10-11 13:38:00,1,1484.55,424,1,1,2,112,Lost
14320,2011-05-17 09:24:00,5,4040.25,207,2,4,4,244,At Risk
14321,2011-11-29 09:47:00,7,6654.18,11,5,4,4,544,Champions
14322,2010-10-06 15:17:00,4,1422.3,429,1,3,2,132,Others
14323,2011-08-17 11:37:00,2,1815.18,115,3,2,2,322,Others
14324,2010-10-26 11:44:00,2,2104.83,410,2,2,3,223,Lost
14325,2010-05-19 09:20:00,1,736.44,570,1,1,1,111,Lost
14326,2011-04-11 15:04:00,3,2822.94,242,2,3,3,233,At Risk
14327,2011-06-29 13:58:00,6,5684.79,163,3,4,4,344,Loyal Customers
14328,2010-09-27 16:01:00,1,1335.15,438,1,1,2,112,Lost
14329,2011-11-22 15:50:00,15,29781.66,17,5,5,5,555,Champions
14330,2010-03-26 09:10:00,1,601.89,624,1,1,1,111,Lost
14331,2011-08-07 13:17:00,2,1387.98,124,3,2,2,322,Others
14332,2011-11-17 11:54:00,5,5830.53,23,4,4,4,444,Champions
14333,2011-10-03 10:38:00,1,1245.6,68,3,1,2,312,Others
14334,2011-11-23 10:01:00,12,12955.44,17,5,5,5,555,Champions
14335,2011-11-23 13:41:00,2,1404.78,16,5,2,2,522,New Customers
14336,2011-11-23 11:40:00,4,4844.73,17,5,3,4,534,Loyal Customers
14338,2011-07-01 14:08:00,3,2784.3,161,3,3,3,333,Loyal Customers
14339,2011-04-11 11:06:00,2,1860.81,243,2,2,3,223,Lost
14340,2011-05-05 09:44:00,1,404.1,219,2,1,1,211,Lost
14341,2011-10-25 15:48:00,18,13401.96,45,4,5,5,455,Champions
14342,2011-11-18 13:21:00,6,2755.32,21,4,4,3,443,Loyal Customers
14343,2010-10-14 13:05:00,4,3266.73,421,1,3,3,133,At Risk
14344,2011-08-04 13:51:00,20,10001.1,127,3,5,5,355,Loyal Customers
14345,2011-11-01 09:51:00,1,326.94,39,4,1,1,411,New Customers
14346,2011-08-11 09:47:00,5,6947.25,121,3,4,4,344,Loyal Customers
14347,2009-12-03 10:49:00,1,247.8,737,1,1,1,111,Lost
14348,2011-03-24 16:23:00,1,1228.71,260,2,1,2,212,Lost
14349,2011-11-29 15:39:00,1,400.5,10,5,1,1,511,New Customers
14350,2011-03-10 14:14:00,3,2916.09,274,2,3,3,233,At Risk
14351,2011-06-28 11:56:00,1,153.0,165,3,1,1,311,Others
14352,2011-07-05 15:41:00,4,3236.88,157,3,3,3,333,Loyal Customers
14353,2011-05-08 16:06:00,3,1129.5,215,2,3,2,232,Others
14354,2011-12-04 11:32:00,2,490.86,6,5,2,1,521,New Customers
14355,2010-12-09 12:16:00,3,3043.35,366,2,3,3,233,At Risk
14356,2011-09-21 09:18:00,2,2103.69,80,3,2,3,323,Others
14357,2011-10-27 16:23:00,1,677.31,43,4,1,1,411,New Customers
14358,2010-11-15 15:51:00,2,1200.18,389,2,2,2,222,Lost
14359,2011-11-20 13:17:00,3,2736.54,19,5,3,3,533,Loyal Customers
14360,2011-11-08 09:12:00,4,6384.69,32,4,3,4,434,Loyal Customers
14361,2010-05-10 12:29:00,1,644.13,579,1,1,1,111,Lost
14362,2011-11-17 15:08:00,1,483.6,22,4,1,1,411,New Customers
14363,2010-11-02 17:01:00,2,682.41,402,2,2,1,221,Lost
14364,2011-08-23 11:01:00,8,11152.05,109,3,4,5,345,Loyal Customers
14365,2010-11-10 09:52:00,2,1904.04,395,2,2,3,223,Lost
14366,2010-07-02 17:23:00,1,408.0,525,1,1,1,111,Lost
14367,2011-12-01 13:19:00,16,27784.56,8,5,5,5,555,Champions
14368,2011-01-24 09:52:00,1,465.0,320,2,1,1,211,Lost
14369,2010-03-07 15:47:00,2,1407.39,642,1,2,2,122,Lost
14370,2010-09-15 10:53:00,6,3527.34,451,1,4,3,143,At Risk
14371,2011-02-17 16:35:00,1,301.5,295,2,1,1,211,Lost
14372,2010-09-22 16:17:00,2,2580.24,443,1,2,3,123,Lost
14373,2010-12-16 15:40:00,1,229.65,358,2,1,1,211,Lost
14374,2010-06-16 14:25:00,1,324.0,541,1,1,1,111,Lost
14375,2011-06-07 13:44:00,3,3398.97,185,3,3,3,333,Loyal Customers
14376,2010-01-25 15:36:00,1,646.38,683,1,1,1,111,Lost
14377,2011-06-01 13:32:00,2,1851.15,191,2,2,2,222,Lost
14378,2010-03-28 12:22:00,1,393.75,622,1,1,1,111,Lost
14379,2011-10-26 16:43:00,4,3806.73,44,4,3,4,434,Loyal Customers
14380,2010-01-26 17:11:00,1,146.88,682,1,1,1,111,Lost
14381,2011-10-18 17:10:00,2,1894.02,52,4,2,3,423,New Customers
14382,2011-11-13 16:18:00,2,3740.4,26,4,2,3,423,New Customers
14383,2011-11-01 15:53:00,3,3743.07,38,4,3,3,433,Loyal Customers
14384,2010-07-27 09:53:00,1,175.5,501,1,1,1,111,Lost
14385,2011-11-30 15:36:00,3,606.33,9,5,3,1,531,Loyal Customers
14386,2011-02-16 09:45:00,1,427.2,297,2,1,1,211,Lost
14387,2011-11-07 12:29:00,3,5311.68,33,4,3,4,434,Loyal Customers
14388,2011-11-29 13:32:00,16,20103.0,10,5,5,5,555,Champions
14389,2011-10-05 15:17:00,5,5694.03,65,3,4,4,344,Loyal Customers
14390,2011-11-29 13:49:00,13,19199.49,10,5,5,5,555,Champions
14391,2010-05-12 09:42:00,1,406.8,577,1,1,1,111,Lost
14392,2010-10-03 12:56:00,1,799.2,432,1,1,1,111,Lost
14393,2011-05-05 18:16:00,1,203.85,218,2,1,1,211,Lost
14394,2010-05-24 10:43:00,1,281.4,565,1,1,1,111,Lost
14395,2011-12-07 14:34:00,20,24624.03,2,5,5,5,555,Champions
14396,2011-10-05 16:09:00,7,6365.79,65,3,4,4,344,Loyal Customers
14397,2011-12-07 09:22:00,19,7838.88,3,5,5,4,554,Champions
14398,2010-11-03 13:46:00,2,2123.37,401,2,2,3,223,Lost
